zone,state,eaid,lga,urca_cat,entid,q102,q103,q201,q201__1,q201__2,q201__3,q201__4,q201__5,q201__6,q201__7,q201__8,q201__9,q201__10,q201__11,q201__12,q201__13,q201__14,q201__15,q201__16,q201__17,q201__18,q201__19,q201__20,q201__21,q201__22,q201__23,q201__24,q201__25,q201__96,q201_1,q202,q202__1,q202__2,q202__3,q202__4,q202__5,q202__6,q202__7,q202__8,q203,q204_1,q204_2,q205_1,q205_2,q206,q207,q207__1,q207__2,q207__3,q207__4,q207__5,q207__6,q207__7,q207__8,q207__9,q207__10,q207__11,q207__12,q207__13,q208,q208__1,q208__2,q208__3,q208__4,q208__5,q208__6,q208__7,q208__8,q208__9,q208__10,q208__11,q208__12,q208__13,q209_1,q209_2,q209_3,q210,q211,q212,q213_1,q213_2,q213_3,q213_4,q213_5,q213_5_1,q213_6,q213_6_1,q214,q214_1,q215,q215_1,q215_1__1,q215_1__2,q215_1__96,q216,q216__1,q216__2,q216__3,q216__4,q216__5,q216__6,q216__7,q216__8,q216__9,q216__10,q216__11,q216__12,q216__13,q216__96,q217,q217_1,q217_2,q301,q301__1,q301__2,q301__3,q301__4,q301__5,q301__6,q301__7,q301__8,q301__9,q301__10,q301__11,q301__12,q301__13,q301__14,q301__0,q301__96,q302,q303,q304_1,q304_2,q304_3,q304_4,q304_5,q304_6,q304_7,q304_8,q304_9,q304_10,q304_10__1,q304_10__2,q304_10__3,q304_10__4,q304_10__5,q304_10__6,q304_10__7,q304_10__0,q304_10__96,q305_1,q305_2,q305_3,q305_4,q305_5,q305_6,q305_7,q306_1,q306_2,q306_2__1,q306_2__2,q306_2__3,q306_2__4,q306_2__5,q306_2__6,q306_2__7,q306_2__8,q306_2__9,q306_2__10,q306_2__11,q306_2__12,q306_2__13,q306_3,q306_4,q306_5,q306_6,q306_7,q306_8,q306_9,q306_10,q306_11,q306_12,q307_1,q307_2,q307_2__1,q307_2__2,q307_2__3,q307_2__4,q307_2__5,q307_2__6,q307_2__7,q307_2__8,q307_2__9,q307_2__10,q307_2__11,q307_2__12,q307_2__13,q307_3,q307_4,q307_5,q307_6,q307_7,q307_8,q307_9,q307_10,q307_11,q307_12,q308,q309,q401,q401__1,q401__2,q401__3,q401__4,q401__5,q401__6,q403,q403__1,q403__2,q403__3,q403__4,q403__5,q403__6,q403__7,q403__8,q403__9,q403__10,q403__11,q403__0,q403__96,q403_1,q404,q406,q406_1,q406_1__1,q406_1__2,q406_1__3,q406_1__4,q406_1__5,q406_1__6,q406_1__7,q406_1__8,q406_1__9,q406_1__10,q406_1__11,q406_1__12,q406_1__13,q406_1__96,q406_2,q407,q501,q501__1,q501__2,q501__3,q501__4,q501__5,q501__96,q501_1,q601_1,q601_2,q601_3,q601_4,q602,q603,q604_1,q604_2,q604_3,q604_4,att_opt_a1_1,att_opt_a2_1,att_opt_a3_1,att_opt_a4_1,att_opt_a5_1,att_opt_a6_1,att_opt_b1_1,att_opt_b2_1,att_opt_b3_1,att_opt_b4_1,att_opt_b5_1,att_opt_b6_1,att_opt_a1_2,att_opt_a2_2,att_opt_a3_2,att_opt_a4_2,att_opt_a5_2,att_opt_a6_2,att_opt_b1_2,att_opt_b2_2,att_opt_b3_2,att_opt_b4_2,att_opt_b5_2,att_opt_b6_2,q605_1,q606_1,q605_2,q606_2,wtp_bid1,wtp_supply,wtp_apps,q607,wtp_bid2,q608,wtp_bid3,q609,q610,comment,validated,natweight
North Central,Kogi,KO_169,adavi,<1hr to int. city,fe0759ff-f3b3-47be-a86b-0177ddfccc4b,1,NA,1 2 9,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,8,0,0,0,0,0,0,0,1,2017-02-01,06:30:00.000+01:00,22:30:00.000+01:00,6,6,6,1 3 2,1,1,1,0,0,0,0,0,0,0,0,0,0,7 8 9 10,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,500000,4,60000,1,40,13,8,13,NA,13,NA,1,1,1,1,1,0,0,1 3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,1 3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,4,20,20,2,10000,2500,2,NA,3,1 2 96,1,1,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1 2 3,1,1,1,0,0,0,0,0,0,0,0,0,0,2,6,22,0,0,10000,8000,4000,2,1,0,NA,1 3,1,0,1,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,3,1,2,3,2,1,2,2,2,2,9,9,33000,any appliances,the grid,a private power company,9,9,100000,any appliances,the grid,the state electricity company,6,12,66000,any appliances,a solar microgrid,the state electricity company,9,12,100000,lighting and phone charging and fan and tv,a solar microgrid,a private power company,a,2,a,2,33000,off-grid supply,NA,0,9000,1,33000,NA,10000,NA,yes,0.0802062472175895
South South,Delta,DE_29,ethiope_east,<1hr to int. city,bbe9c111-06ff-4956-afac-430189c7c59f,1,NA,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Provision shop,6 5 4 3 2 1,1,1,1,1,1,1,0,0,2018-02-01,07:00:00.000+01:00,20:00:00.000+01:00,12,10,6,7 8,0,0,0,0,0,0,1,1,0,0,0,0,0,2 3 1 12 11 4 6 5 10,1,1,1,1,1,1,0,0,0,1,1,1,0,0,0,0,80000,0,2000,1,35,1,15,10,NA,9,NA,0,NA,0,NA,NA,NA,NA,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,NA,NA,1 7,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,7 8 6,0,0,0,0,0,1,1,1,0,0,0,0,0,6,5,24,0,0,10000,2500,2000,1,1,1,1000,1,1,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,2,3,1,1,2,6,4,3,4,1,3,3,66000,lighting and phone charging and fan and tv,a solar microgrid,a group of local townspeople,12,9,3000,lighting and phone charging,a solar home system,a group of local townspeople,9,12,33000,lighting and phone charging,a solar home system,a private power company,9,12,66000,lighting and phone charging and fan and tv,the grid,a private power company,b,2,a,1,3000,grid supply,that can power all appliances,1,6000,1,9000,1,20000,Settlement name is orie abraka,yes,0.0947806962172506
South South,Delta,DE_29,ethiope_east,<1hr to int. city,70019846-2714-43b1-9f94-28b92e9da6fe,1,NA,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Provision shop,8,0,0,0,0,0,0,0,1,2000-02-01,06:00:00.000+01:00,21:00:00.000+01:00,12,10,6,8 7,0,0,0,0,0,0,1,1,0,0,0,0,0,1 12 11 10 9 2 3,1,1,1,0,0,0,0,0,1,1,1,1,0,0,1,0,25000,0,5000,1,63,5,14,10,NA,9,NA,0,NA,1,1,1,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,NA,NA,1 7,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,7 8 6,0,0,0,0,0,1,1,1,0,0,0,0,0,6,5,24,0,0,1500,3500,3000,1,2,1,800,1,1,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,2,6,4,4,4,1,9,6,33000,lighting and phone charging and fan and tv,the grid,a private power company,3,3,3000,lighting and phone charging and fan and tv,a solar microgrid,the state electricity company,12,9,66000,lighting and phone charging and fan and tv,a solar home system,a group of local townspeople,6,9,100000,lighting and phone charging,a diesel generator,the state electricity company,b,3,a,1,100000,grid supply,NA,0,66000,0,33000,0,3000,Settlement name is oria abraka,yes,0.0947806962172506
South South,Delta,DE_29,ethiope_east,<1hr to int. city,966dc823-ae81-497d-bb87-ef782aea3fbf,1,NA,12,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,6 5 4 3 2 1,1,1,1,1,1,1,0,0,1990-02-01,08:00:00.000+01:00,18:00:00.000+01:00,12,10,6,8 7 6,0,0,0,0,0,1,1,1,0,0,0,0,0,1 2 12 11 10 9 3,1,1,1,0,0,0,0,0,1,1,1,1,0,0,0,0,50000,0,10000,0,40,20,16,10,NA,9,NA,1,1,0,NA,NA,NA,NA,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,NA,NA,1 5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,2,15000,10000,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,7 8 6,0,0,0,0,0,1,1,1,0,0,0,0,0,10,7,14,0,0,4500,5000,4000,1,1,0,NA,1,1,0,0,0,0,0,9,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,1,1,6,4,4,4,1,12,3,3000,lighting and phone charging,a solar home system,a group of local townspeople,6,6,3000,any appliances,a solar microgrid,a private power company,3,3,100000,lighting and phone charging,the grid,a group of local townspeople,9,12,100000,lighting and phone charging,a diesel generator,the state electricity company,a,3,b,1,6000,grid supply,NA,0,3000,0,3000,0,2000,NA,yes,0.0947806962172506
North Central,Niger,NI_193,katcha,<1hr to int. city,c12250d2-b4f2-4b3b-a5d3-599d8c8951d3,1,NA,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1 2 3 4 5,1,1,1,1,1,0,0,0,2015-02-01,09:00:00.000+01:00,18:00:00.000+01:00,6,6,6,1 2 3,1,1,1,0,0,0,0,0,0,0,0,0,0,7 8 9 10 11 12,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,250000,0,10000,1,40,7,24,2,NA,2,NA,0,NA,0,NA,NA,NA,NA,11,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,NA,1 6,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,6 7 8,0,0,0,0,0,1,1,1,0,0,0,0,0,3,2,21,0,0,2000,4000,2000,3,3,1,1000,1 3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,3,2,2,3,2,6,2,2,2,3,12,3,100000,lighting and phone charging,the grid,the state electricity company,3,3,100000,lighting and phone charging,a diesel generator,a private power company,6,3,100000,any appliances,a solar home system,the state electricity company,3,12,33000,lighting and phone charging,a solar microgrid,the state electricity company,a,1,b,1,3000,grid supply,that can power all appliances,1,6000,0,3000,NA,5000,no staff and doesnt pay selff,yes,0.0802062472175895
South South,Delta,DE_29,ethiope_east,<1hr to int. city,0e1b52db-99ec-4777-bff8-e0477bdd3e8a,1,NA,11,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1 2 3 4,1,1,1,1,0,0,0,0,2012-02-01,07:00:00.000+01:00,17:00:00.000+01:00,12,12,6,7 8 6,0,0,0,0,0,1,1,1,0,0,0,0,0,1 2 12 11 10 3 4,1,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,110000,0,10000,1,27,6,15,10,NA,9,NA,0,NA,0,NA,NA,NA,NA,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,NA,NA,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,1,1,4,9000,8000,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,1 3,1,0,1,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,1,2,6,4,4,4,1,12,6,100000,any appliances,a solar home system,the state electricity company,3,6,66000,lighting and phone charging,a solar home system,a group of local townspeople,3,3,100000,lighting and phone charging,the grid,the state electricity company,3,12,100000,lighting and phone charging,a diesel generator,a private power company,b,1,a,1,33000,grid supply,NA,0,9000,0,6000,0,2000,Settlement name is oria abraka,yes,0.0947806962172506
North Central,Niger,NI_193,katcha,<1hr to int. city,3c1037a4-3f5c-4859-b191-8bf920fde527,1,NA,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Spare part seller of car and motor bike,8,0,0,0,0,0,0,0,1,2016-02-01,07:00:00.000+01:00,20:00:00.000+01:00,10,10,6,7 8,0,0,0,0,0,0,1,1,0,0,0,0,0,10 11 12,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,600000,1,99,0,35,7,14,2,NA,3,NA,0,NA,1,1,1,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,NA,NA,1 6 7,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,6 7 8,0,0,0,0,0,1,1,1,0,0,0,0,0,4,3,20,0,0,99,99,4000,3,3,1,1000,1 3,1,0,1,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,3,2,2,3,2,5,2,3,3,3,12,9,100000,lighting and phone charging,a solar microgrid,the state electricity company,3,9,66000,any appliances,the grid,a group of local townspeople,9,6,100000,lighting and phone charging,the grid,the state electricity company,6,12,3000,any appliances,the grid,the state electricity company,b,1,b,3,33000,grid supply,that can power all appliances,0,9000,0,6000,1,7000,He is a brother to the enterprise owner so where I filled in 99 he don't know  and also doesnt know the wiring cost and its material  because its rented,yes,0.0802062472175895
South South,Delta,DE_29,ethiope_east,<1hr to int. city,aaf37b79-6e6b-4323-9c50-a01522100cd4,1,NA,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,7,0,0,0,0,0,0,1,0,2019-02-01,08:00:00.000+01:00,21:00:00.000+01:00,10,8,6,1 2,1,1,0,0,0,0,0,0,0,0,0,0,0,7 8 9 10,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,80000,1,12000,1,25,6,15,10,NA,10,NA,1,1,0,NA,NA,NA,NA,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,1 5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,1,1,4,95000,20000,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1 2,1,1,0,0,0,0,0,0,0,0,0,0,0,4,7,20,0,0,7000,3000,1000,2,1,0,NA,1 2 3 6,1,1,1,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,2,1,2,2,1,5,1,1,1,1,6,9,33000,lighting and phone charging and fan and tv,the grid,the state electricity company,3,6,66000,lighting and phone charging and fan and tv,a solar home system,a group of local townspeople,9,9,3000,any appliances,a solar microgrid,a private power company,3,3,100000,lighting and phone charging and fan and tv,the grid,a private power company,a,2,a,2,3000,grid supply,NA,1,6000,0,3000,NA,3500,NA,yes,0.0947806962172506
South South,Rivers,RI_225,obio/akpor,<1hr to large city,d34c95f0-bcc2-40a8-a27a-a44223a71cb2,1,NA,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1 2 3 4 5 7,1,1,1,1,1,0,1,0,2020-02-01,09:00:00.000+01:00,20:30:00.000+01:00,12,12,6,4 1 12,1,0,0,1,0,0,0,0,0,0,0,1,0,2 3 5 6 7 8 9 10 11,0,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0,320000,0,10000,1,40,1,22,5,NA,1,NA,1,1,0,NA,NA,NA,NA,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1 5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,1,1,1,59000,9000,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5 4 6,0,0,0,1,1,1,0,0,0,0,0,0,0,7,7,17,0,1,99,99,3000,2,2,1,99,1 3 4 6,1,0,1,1,0,1,2 4,0,1,0,1,0,0,0,0,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,3,2,2,3,2,4,2,2,2,98,12,6,33000,any appliances,a diesel generator,a group of local townspeople,12,12,33000,any appliances,a diesel generator,the state electricity company,6,3,100000,lighting and phone charging and fan and tv,the grid,a group of local townspeople,3,9,33000,any appliances,a solar microgrid,the state electricity company,a,1,a,1,33000,off-grid supply,NA,0,9000,1,33000,NA,9000,Respondent was attending to customer so form was saved waiting for conclusion,yes,0.269222253968465
South South,Rivers,RI_225,obio/akpor,<1hr to large city,be4a9089-218b-42a0-8e37-f481cec0bc0f,1,NA,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Shoe maker,1 2 3 4 5 6,1,1,1,1,1,1,0,0,2019-02-01,09:00:00.000+01:00,17:00:00.000+01:00,10,10,5,4 6 7 2,0,1,0,1,0,1,1,0,0,0,0,0,0,1 3 5,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,100000,1,14000,0,52,2,14,3,NA,9,NA,0,NA,0,NA,NA,NA,NA,11,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,NA,1 5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,1,1,62000,15000,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4 5 6,0,0,0,1,1,1,0,0,0,0,0,0,0,5,7,19,0,1,99,99,2000,3,3,0,NA,2 1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5,0,0,0,0,1,0,NA,2,1,2,2,98,4,2,98,2,1,3,9,3000,lighting and phone charging and fan and tv,a solar home system,a private power company,12,3,33000,lighting and phone charging and fan and tv,a solar home system,a group of local townspeople,6,9,3000,lighting and phone charging and fan and tv,a diesel generator,a private power company,9,12,3000,lighting and phone charging and fan and tv,a solar microgrid,the state electricity company,a,2,a,2,3000,grid supply,NA,1,6000,0,3000,NA,3000,NA,yes,0.269222253968465
South South,Rivers,RI_225,obio/akpor,<1hr to large city,217ee94a-9c7e-4cc7-bc54-d92ab19a1db8,1,NA,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1 2 3 4 5 6,1,1,1,1,1,1,0,0,2021-02-01,07:00:00.000+01:00,17:00:00.000+01:00,14,14,5,13,0,0,0,0,0,0,0,0,0,0,0,0,1,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,95000,0,15000,1,61,1,26,14,NA,9,NA,0,NA,1,96,0,0,1,9,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,NA,NA,6 7 1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4 5 6,0,0,0,1,1,1,0,0,0,0,0,0,0,4,7,20,0,1,99,99,2000,3,3,1,1800,1 6,1,0,0,0,0,1,2 8 6 10,0,1,0,0,0,1,0,1,0,1,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2 5,0,1,0,0,1,0,NA,4,2,2,3,2,4,3,2,2,1,3,6,100000,lighting and phone charging and fan and tv,a solar home system,a private power company,9,9,100000,lighting and phone charging and fan and tv,a diesel generator,the state electricity company,12,3,66000,lighting and phone charging and fan and tv,a solar microgrid,NA,9,3,66000,lighting and phone charging,the grid,a private power company,a,3,b,2,9000,grid supply,NA,0,6000,1,9000,NA,6000,NA,yes,0.269222253968465
South South,Rivers,RI_216,obio/akpor,<1hr to large city,e87f5bad-cf17-473a-998a-97a3f679765f,1,NA,11,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,6 5 4 3 2 1,1,1,1,1,1,1,0,0,2016-02-01,08:30:00.000+01:00,20:30:00.000+01:00,10,10,6,13,0,0,0,0,0,0,0,0,0,0,0,0,1,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,185000,0,20000,0,41,6,14,16,NA,9,NA,1,1,0,NA,NA,NA,NA,1 3 11,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,NA,NA,1 5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,1,1,3,56000,6000,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,13,0,0,0,0,0,0,0,0,0,0,0,0,1,6,7,18,0,0,3000,5300,1200,2,2,0,NA,1 2 3 4 6,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,3,98,3,3,2,5,3,2,3,2,6,9,33000,any appliances,a diesel generator,the state electricity company,12,6,66000,lighting and phone charging and fan and tv,a solar microgrid,a group of local townspeople,3,6,66000,lighting and phone charging and fan and tv,a solar home system,a private power company,6,12,33000,any appliances,a solar home system,a private power company,a,1,b,1,100000,grid supply,that can power all appliances,0,66000,0,33000,0,10000,The respondent do not give his phone number,yes,0.269222253968465
South South,Rivers,RI_216,obio/akpor,<1hr to large city,2ad51367-b9c9-4297-a325-5b1a2c6679cc,1,NA,4 3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,6 5 4 3 2 1,1,1,1,1,1,1,0,0,2017-02-01,10:00:00.000+01:00,22:00:00.000+01:00,12,10,6,13,0,0,0,0,0,0,0,0,0,0,0,0,1,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,400000,0,25000,1,38,5,14,5,NA,9,NA,1,1,1,2,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,1 5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,1,1,3,65000,6500,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,13,0,0,0,0,0,0,0,0,0,0,0,0,1,8,3,16,0,0,4000,5600,2500,3,3,0,NA,1 2 3 4 6,1,1,1,1,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5 2,0,1,0,0,1,0,NA,3,1,2,3,2,6,4,4,3,3,6,12,66000,any appliances,a solar home system,a private power company,6,6,3000,any appliances,the grid,a group of local townspeople,12,9,66000,lighting and phone charging and fan and tv,a diesel generator,a group of local townspeople,6,9,33000,any appliances,a solar microgrid,a private power company,b,2,b,1,9000,grid supply,that can power all appliances,1,33000,0,9000,NA,10000,The respondent do not give her phone number,yes,0.269222253968465
